"","Date","Year","Month","Day","Port","Landing_tm"
"5185",2016-03-08,2016,3,8,"PISCO",0
"5186",2016-03-09,2016,3,9,"PISCO",0
"5187",2016-03-10,2016,3,10,"PISCO",0
"5188",2016-03-11,2016,3,11,"PISCO",0
"5189",2016-03-12,2016,3,12,"PISCO",0
"5190",2016-03-13,2016,3,13,"PISCO",0
"5191",2016-03-14,2016,3,14,"PISCO",0
"5192",2016-03-15,2016,3,15,"PISCO",0
"5193",2016-03-16,2016,3,16,"PISCO",0
"5194",2016-03-17,2016,3,17,"PISCO",0
"5195",2016-03-18,2016,3,18,"PISCO",0
"5196",2016-03-19,2016,3,19,"PISCO",0
"5197",2016-03-20,2016,3,20,"PISCO",0
"5198",2016-03-21,2016,3,21,"PISCO",0
"5199",2016-03-22,2016,3,22,"PISCO",0
"5200",2016-03-23,2016,3,23,"PISCO",0
"5201",2016-03-24,2016,3,24,"PISCO",0
"5202",2016-03-25,2016,3,25,"PISCO",0
"5203",2016-03-26,2016,3,26,"PISCO",0
"5204",2016-03-27,2016,3,27,"PISCO",0
"5205",2016-03-28,2016,3,28,"PISCO",0
"5206",2016-03-29,2016,3,29,"PISCO",0
"5207",2016-03-30,2016,3,30,"PISCO",0
"5208",2016-03-31,2016,3,31,"PISCO",0
"5209",2016-04-01,2016,4,1,"PISCO",0
"5210",2016-04-02,2016,4,2,"PISCO",0
"5211",2016-04-03,2016,4,3,"PISCO",0
"5212",2016-04-04,2016,4,4,"PISCO",0
"5213",2016-04-05,2016,4,5,"PISCO",0
"5214",2016-04-06,2016,4,6,"PISCO",0
"5215",2016-04-07,2016,4,7,"PISCO",0
"5216",2016-04-08,2016,4,8,"PISCO",0
"5217",2016-04-09,2016,4,9,"PISCO",0
"5218",2016-04-10,2016,4,10,"PISCO",0
"5219",2016-04-11,2016,4,11,"PISCO",0
"5220",2016-04-12,2016,4,12,"PISCO",0
"5221",2016-04-13,2016,4,13,"PISCO",0
"5222",2016-04-14,2016,4,14,"PISCO",0
"5223",2016-04-15,2016,4,15,"PISCO",0
"5224",2016-04-16,2016,4,16,"PISCO",0
"5225",2016-04-17,2016,4,17,"PISCO",0
"5226",2016-04-18,2016,4,18,"PISCO",0
"5227",2016-04-19,2016,4,19,"PISCO",0
"5228",2016-04-20,2016,4,20,"PISCO",0
"5229",2016-04-21,2016,4,21,"PISCO",0
"5230",2016-04-22,2016,4,22,"PISCO",0
"5231",2016-04-23,2016,4,23,"PISCO",0
"5232",2016-04-24,2016,4,24,"PISCO",0
"5233",2016-04-25,2016,4,25,"PISCO",0
"5234",2016-04-26,2016,4,26,"PISCO",0
"5235",2016-04-27,2016,4,27,"PISCO",0
"5236",2016-04-28,2016,4,28,"PISCO",0
"5237",2016-04-29,2016,4,29,"PISCO",0
"5238",2016-04-30,2016,4,30,"PISCO",0
"5239",2016-05-01,2016,5,1,"PISCO",0
"5240",2016-05-02,2016,5,2,"PISCO",0
"5241",2016-05-03,2016,5,3,"PISCO",0
"5242",2016-05-04,2016,5,4,"PISCO",0
"5243",2016-05-05,2016,5,5,"PISCO",0
"5244",2016-05-06,2016,5,6,"PISCO",0
"5245",2016-05-07,2016,5,7,"PISCO",0
"5246",2016-05-08,2016,5,8,"PISCO",0
"5247",2016-05-09,2016,5,9,"PISCO",0
"5248",2016-05-10,2016,5,10,"PISCO",0
"5249",2016-05-11,2016,5,11,"PISCO",0
"5250",2016-05-12,2016,5,12,"PISCO",0
"5251",2016-05-13,2016,5,13,"PISCO",0
"5252",2016-05-14,2016,5,14,"PISCO",0
"5253",2016-05-15,2016,5,15,"PISCO",0
"5254",2016-05-16,2016,5,16,"PISCO",0
"5255",2016-05-17,2016,5,17,"PISCO",0
"5256",2016-05-18,2016,5,18,"PISCO",0
"5257",2016-05-19,2016,5,19,"PISCO",0
"5258",2016-05-20,2016,5,20,"PISCO",0
"5259",2016-05-21,2016,5,21,"PISCO",0
"5260",2016-05-22,2016,5,22,"PISCO",0
"5261",2016-05-23,2016,5,23,"PISCO",0
"5262",2016-05-24,2016,5,24,"PISCO",0
"5263",2016-05-25,2016,5,25,"PISCO",0
"5264",2016-05-26,2016,5,26,"PISCO",0
"5265",2016-05-27,2016,5,27,"PISCO",0
"5266",2016-05-28,2016,5,28,"PISCO",0
"5267",2016-05-29,2016,5,29,"PISCO",0
"5268",2016-05-30,2016,5,30,"PISCO",0
"5269",2016-05-31,2016,5,31,"PISCO",0
"5270",2016-06-01,2016,6,1,"PISCO",0
"5271",2016-06-02,2016,6,2,"PISCO",0
"5272",2016-06-03,2016,6,3,"PISCO",0
"5273",2016-06-04,2016,6,4,"PISCO",0
"5274",2016-06-05,2016,6,5,"PISCO",0
"5275",2016-06-06,2016,6,6,"PISCO",0
"5276",2016-06-07,2016,6,7,"PISCO",0
"5277",2016-06-08,2016,6,8,"PISCO",0
"5278",2016-06-09,2016,6,9,"PISCO",0
"5279",2016-06-10,2016,6,10,"PISCO",0
"5280",2016-06-11,2016,6,11,"PISCO",0
"5281",2016-06-12,2016,6,12,"PISCO",0
"5282",2016-06-13,2016,6,13,"PISCO",0
"5283",2016-06-14,2016,6,14,"PISCO",0
"5284",2016-06-15,2016,6,15,"PISCO",0
"5285",2016-06-16,2016,6,16,"PISCO",0
"5286",2016-06-17,2016,6,17,"PISCO",0
"5287",2016-06-18,2016,6,18,"PISCO",7140
"5288",2016-06-19,2016,6,19,"PISCO",5175.078
"5289",2016-06-20,2016,6,20,"PISCO",6895.662
"5290",2016-06-21,2016,6,21,"PISCO",1688
"5291",2016-06-22,2016,6,22,"PISCO",2281
"5292",2016-06-23,2016,6,23,"PISCO",9661
"5293",2016-06-24,2016,6,24,"PISCO",7285.434
"5294",2016-06-25,2016,6,25,"PISCO",2657.199153
"5295",2016-06-26,2016,6,26,"PISCO",0
"5296",2016-06-27,2016,6,27,"PISCO",2860
"5297",2016-06-28,2016,6,28,"PISCO",3328
"5298",2016-06-29,2016,6,29,"PISCO",1259.603
"5299",2016-06-30,2016,6,30,"PISCO",4661.043
"5300",2016-07-01,2016,7,1,"PISCO",8200
"5301",2016-07-02,2016,7,2,"PISCO",7370
"5302",2016-07-03,2016,7,3,"PISCO",3223.924766
"5303",2016-07-04,2016,7,4,"PISCO",0
"5304",2016-07-05,2016,7,5,"PISCO",0
"5305",2016-07-06,2016,7,6,"PISCO",1483.25
"5306",2016-07-07,2016,7,7,"PISCO",2466
"5307",2016-07-08,2016,7,8,"PISCO",7449.31
"5308",2016-07-09,2016,7,9,"PISCO",2365
"5309",2016-07-10,2016,7,10,"PISCO",7413.331062
"5310",2016-07-11,2016,7,11,"PISCO",5034.197
"5311",2016-07-12,2016,7,12,"PISCO",7477.31
"5312",2016-07-13,2016,7,13,"PISCO",7300.581
"5313",2016-07-14,2016,7,14,"PISCO",6013.188
"5314",2016-07-15,2016,7,15,"PISCO",1530
"5315",2016-07-16,2016,7,16,"PISCO",2960.978
"5316",2016-07-17,2016,7,17,"PISCO",5239.151609
"5317",2016-07-18,2016,7,18,"PISCO",7429.924
"5318",2016-07-19,2016,7,19,"PISCO",8652.333
"5319",2016-07-20,2016,7,20,"PISCO",4579.249
"5320",2016-07-21,2016,7,21,"PISCO",10884.542
"5321",2016-07-22,2016,7,22,"PISCO",7094.072
"5322",2016-07-23,2016,7,23,"PISCO",12517.904
"5323",2016-07-24,2016,7,24,"PISCO",10179.67742
"5324",2016-07-25,2016,7,25,"PISCO",2718.177088
"5325",2016-07-26,2016,7,26,"PISCO",1755
"5326",2016-07-27,2016,7,27,"PISCO",0
"5327",2016-07-28,2016,7,28,"PISCO",0
"5328",2016-07-29,2016,7,29,"PISCO",0
"5329",2016-07-30,2016,7,30,"PISCO",0
"5330",2016-07-31,2016,7,31,"PISCO",0
"5331",2016-08-01,2016,8,1,"PISCO",0
"5332",2016-08-02,2016,8,2,"PISCO",0
"5333",2016-08-03,2016,8,3,"PISCO",0
"5334",2016-08-04,2016,8,4,"PISCO",0
"5335",2016-08-05,2016,8,5,"PISCO",0
"5336",2016-08-06,2016,8,6,"PISCO",0
"5337",2016-08-07,2016,8,7,"PISCO",0
"5338",2016-08-08,2016,8,8,"PISCO",0
"5339",2016-08-09,2016,8,9,"PISCO",0
"5340",2016-08-10,2016,8,10,"PISCO",0
"5341",2016-08-11,2016,8,11,"PISCO",0
"5342",2016-08-12,2016,8,12,"PISCO",0
"5343",2016-08-13,2016,8,13,"PISCO",0
"5344",2016-08-14,2016,8,14,"PISCO",0
"5345",2016-08-15,2016,8,15,"PISCO",0
"5346",2016-08-16,2016,8,16,"PISCO",0
"5347",2016-08-17,2016,8,17,"PISCO",0
"5348",2016-08-18,2016,8,18,"PISCO",0
"5349",2016-08-19,2016,8,19,"PISCO",0
"5350",2016-08-20,2016,8,20,"PISCO",0
"5351",2016-08-21,2016,8,21,"PISCO",0
"5352",2016-08-22,2016,8,22,"PISCO",0
"5353",2016-08-23,2016,8,23,"PISCO",0
"5354",2016-08-24,2016,8,24,"PISCO",0
"5355",2016-08-25,2016,8,25,"PISCO",0
"5356",2016-08-26,2016,8,26,"PISCO",0
"5357",2016-08-27,2016,8,27,"PISCO",0
"5358",2016-08-28,2016,8,28,"PISCO",0
"5359",2016-08-29,2016,8,29,"PISCO",0
"5360",2016-08-30,2016,8,30,"PISCO",0
"5361",2016-08-31,2016,8,31,"PISCO",0
"5362",2016-09-01,2016,9,1,"PISCO",0
"5363",2016-09-02,2016,9,2,"PISCO",0
"5364",2016-09-03,2016,9,3,"PISCO",0
"5365",2016-09-04,2016,9,4,"PISCO",0
"5366",2016-09-05,2016,9,5,"PISCO",0
"5367",2016-09-06,2016,9,6,"PISCO",0
"5368",2016-09-07,2016,9,7,"PISCO",0
"5369",2016-09-08,2016,9,8,"PISCO",0
"5370",2016-09-09,2016,9,9,"PISCO",0
"5371",2016-09-10,2016,9,10,"PISCO",0
"5372",2016-09-11,2016,9,11,"PISCO",0
"5373",2016-09-12,2016,9,12,"PISCO",0
"5374",2016-09-13,2016,9,13,"PISCO",0
"5375",2016-09-14,2016,9,14,"PISCO",0
"5376",2016-09-15,2016,9,15,"PISCO",0
"5377",2016-09-16,2016,9,16,"PISCO",0
"5378",2016-09-17,2016,9,17,"PISCO",0
"5379",2016-09-18,2016,9,18,"PISCO",0
"5380",2016-09-19,2016,9,19,"PISCO",0
"5381",2016-09-20,2016,9,20,"PISCO",0
"5382",2016-09-21,2016,9,21,"PISCO",0
"5383",2016-09-22,2016,9,22,"PISCO",0
"5384",2016-09-23,2016,9,23,"PISCO",0
"5385",2016-09-24,2016,9,24,"PISCO",0
"5386",2016-09-25,2016,9,25,"PISCO",0
"5387",2016-09-26,2016,9,26,"PISCO",0
"5388",2016-09-27,2016,9,27,"PISCO",0
"5389",2016-09-28,2016,9,28,"PISCO",0
"5390",2016-09-29,2016,9,29,"PISCO",0
"5391",2016-09-30,2016,9,30,"PISCO",0
"5392",2016-10-01,2016,10,1,"PISCO",0
"5393",2016-10-02,2016,10,2,"PISCO",0
"5394",2016-10-03,2016,10,3,"PISCO",0
"5395",2016-10-04,2016,10,4,"PISCO",0
"5396",2016-10-05,2016,10,5,"PISCO",0
"5397",2016-10-06,2016,10,6,"PISCO",0
"5398",2016-10-07,2016,10,7,"PISCO",0
"5399",2016-10-08,2016,10,8,"PISCO",0
"5400",2016-10-09,2016,10,9,"PISCO",0
"5401",2016-10-10,2016,10,10,"PISCO",0
"5402",2016-10-11,2016,10,11,"PISCO",0
"5403",2016-10-12,2016,10,12,"PISCO",0
"5404",2016-10-13,2016,10,13,"PISCO",0
"5405",2016-10-14,2016,10,14,"PISCO",0
"5406",2016-10-15,2016,10,15,"PISCO",0
"5407",2016-10-16,2016,10,16,"PISCO",0
"5408",2016-10-17,2016,10,17,"PISCO",0
"5409",2016-10-18,2016,10,18,"PISCO",0
"5410",2016-10-19,2016,10,19,"PISCO",0
"5411",2016-10-20,2016,10,20,"PISCO",0
"5412",2016-10-21,2016,10,21,"PISCO",0
"5413",2016-10-22,2016,10,22,"PISCO",0
"5414",2016-10-23,2016,10,23,"PISCO",0
"5415",2016-10-24,2016,10,24,"PISCO",0
"5416",2016-10-25,2016,10,25,"PISCO",0
"5417",2016-10-26,2016,10,26,"PISCO",0
"5418",2016-10-27,2016,10,27,"PISCO",0
"5419",2016-10-28,2016,10,28,"PISCO",0
"5420",2016-10-29,2016,10,29,"PISCO",0
"5421",2016-10-30,2016,10,30,"PISCO",0
"5422",2016-10-31,2016,10,31,"PISCO",0
"5423",2016-11-01,2016,11,1,"PISCO",0
"5424",2016-11-02,2016,11,2,"PISCO",0
"5425",2016-11-03,2016,11,3,"PISCO",0
"5426",2016-11-04,2016,11,4,"PISCO",0
"5427",2016-11-05,2016,11,5,"PISCO",0
"5428",2016-11-06,2016,11,6,"PISCO",0
"5429",2016-11-07,2016,11,7,"PISCO",0
"5430",2016-11-08,2016,11,8,"PISCO",0
"5431",2016-11-09,2016,11,9,"PISCO",0
"5432",2016-11-10,2016,11,10,"PISCO",0
"5433",2016-11-11,2016,11,11,"PISCO",498.6
"5434",2016-11-12,2016,11,12,"PISCO",257
"5435",2016-11-13,2016,11,13,"PISCO",124
"5436",2016-11-14,2016,11,14,"PISCO",1117.041
"5437",2016-11-15,2016,11,15,"PISCO",0
"5438",2016-11-16,2016,11,16,"PISCO",0
"5439",2016-11-17,2016,11,17,"PISCO",0
"5440",2016-11-18,2016,11,18,"PISCO",0
"5441",2016-11-19,2016,11,19,"PISCO",0
"5442",2016-11-20,2016,11,20,"PISCO",0
"5443",2016-11-21,2016,11,21,"PISCO",0
"5444",2016-11-22,2016,11,22,"PISCO",0
"5445",2016-11-23,2016,11,23,"PISCO",0
"5446",2016-11-24,2016,11,24,"PISCO",0
"5447",2016-11-25,2016,11,25,"PISCO",0
"5448",2016-11-26,2016,11,26,"PISCO",0
"5449",2016-11-27,2016,11,27,"PISCO",585
"5450",2016-11-28,2016,11,28,"PISCO",870
"5451",2016-11-29,2016,11,29,"PISCO",0
"5452",2016-11-30,2016,11,30,"PISCO",2700
"5453",2016-12-01,2016,12,1,"PISCO",2030
"5454",2016-12-02,2016,12,2,"PISCO",85
"5455",2016-12-03,2016,12,3,"PISCO",0
"5456",2016-12-04,2016,12,4,"PISCO",0
"5457",2016-12-05,2016,12,5,"PISCO",0
"5458",2016-12-06,2016,12,6,"PISCO",0
"5459",2016-12-07,2016,12,7,"PISCO",159.95
"5460",2016-12-08,2016,12,8,"PISCO",100
"5461",2016-12-09,2016,12,9,"PISCO",0
"5462",2016-12-10,2016,12,10,"PISCO",0
"5463",2016-12-11,2016,12,11,"PISCO",0
"5464",2016-12-12,2016,12,12,"PISCO",0
"5465",2016-12-13,2016,12,13,"PISCO",0
"5466",2016-12-14,2016,12,14,"PISCO",0
"5467",2016-12-15,2016,12,15,"PISCO",0
"5468",2016-12-16,2016,12,16,"PISCO",0
"5469",2016-12-17,2016,12,17,"PISCO",0
"5470",2016-12-18,2016,12,18,"PISCO",0
"5471",2016-12-19,2016,12,19,"PISCO",0
"5472",2016-12-20,2016,12,20,"PISCO",0
"5473",2016-12-21,2016,12,21,"PISCO",0
"5474",2016-12-22,2016,12,22,"PISCO",0
"5475",2016-12-23,2016,12,23,"PISCO",0
"5476",2016-12-24,2016,12,24,"PISCO",0
"5477",2016-12-25,2016,12,25,"PISCO",0
"5478",2016-12-26,2016,12,26,"PISCO",0
"5479",2016-12-27,2016,12,27,"PISCO",0
"5480",2016-12-28,2016,12,28,"PISCO",0
"5481",2016-12-29,2016,12,29,"PISCO",0
"5482",2016-12-30,2016,12,30,"PISCO",0
"5483",2016-12-31,2016,12,31,"PISCO",0
"5484",2017-01-01,2017,1,1,"PISCO",0
"5485",2017-01-02,2017,1,2,"PISCO",0
"5486",2017-01-03,2017,1,3,"PISCO",0
"5487",2017-01-04,2017,1,4,"PISCO",4520
"5488",2017-01-05,2017,1,5,"PISCO",204.2
"5489",2017-01-06,2017,1,6,"PISCO",0
"5490",2017-01-07,2017,1,7,"PISCO",0
"5491",2017-01-08,2017,1,8,"PISCO",1568.064
"5492",2017-01-09,2017,1,9,"PISCO",4590.798
"5493",2017-01-10,2017,1,10,"PISCO",4971.703
"5494",2017-01-11,2017,1,11,"PISCO",10794.99
"5495",2017-01-12,2017,1,12,"PISCO",5927.968
"5496",2017-01-13,2017,1,13,"PISCO",6238.144
"5497",2017-01-14,2017,1,14,"PISCO",6103.037
"5498",2017-01-15,2017,1,15,"PISCO",7360.66
"5499",2017-01-16,2017,1,16,"PISCO",6448.428
"5500",2017-01-17,2017,1,17,"PISCO",3710
"5501",2017-01-18,2017,1,18,"PISCO",6820.579
"5502",2017-01-19,2017,1,19,"PISCO",1532.64
"5503",2017-01-20,2017,1,20,"PISCO",6628.376
"5504",2017-01-21,2017,1,21,"PISCO",0
"5505",2017-01-22,2017,1,22,"PISCO",3350
"5506",2017-01-23,2017,1,23,"PISCO",0
"5507",2017-01-24,2017,1,24,"PISCO",0
"5508",2017-01-25,2017,1,25,"PISCO",0
"5509",2017-01-26,2017,1,26,"PISCO",0
"5510",2017-01-27,2017,1,27,"PISCO",0
"5511",2017-01-28,2017,1,28,"PISCO",0
"5512",2017-01-29,2017,1,29,"PISCO",0
"5513",2017-01-30,2017,1,30,"PISCO",0
"5514",2017-01-31,2017,1,31,"PISCO",0
"5515",2017-02-01,2017,2,1,"PISCO",0
"5516",2017-02-02,2017,2,2,"PISCO",0
"5517",2017-02-03,2017,2,3,"PISCO",0
"5518",2017-02-04,2017,2,4,"PISCO",0
"5519",2017-02-05,2017,2,5,"PISCO",0
"5520",2017-02-06,2017,2,6,"PISCO",0
"5521",2017-02-07,2017,2,7,"PISCO",0
"5522",2017-02-08,2017,2,8,"PISCO",0
"5523",2017-02-09,2017,2,9,"PISCO",0
"5524",2017-02-10,2017,2,10,"PISCO",0
"5525",2017-02-11,2017,2,11,"PISCO",0
"5526",2017-02-12,2017,2,12,"PISCO",0
"5527",2017-02-13,2017,2,13,"PISCO",0
"5528",2017-02-14,2017,2,14,"PISCO",0
"5529",2017-02-15,2017,2,15,"PISCO",0
"5530",2017-02-16,2017,2,16,"PISCO",0
"5531",2017-02-17,2017,2,17,"PISCO",0
"5532",2017-02-18,2017,2,18,"PISCO",0
"5533",2017-02-19,2017,2,19,"PISCO",0
"5534",2017-02-20,2017,2,20,"PISCO",0
"5535",2017-02-21,2017,2,21,"PISCO",0
"5536",2017-02-22,2017,2,22,"PISCO",0
"5537",2017-02-23,2017,2,23,"PISCO",0
"5538",2017-02-24,2017,2,24,"PISCO",0
"5539",2017-02-25,2017,2,25,"PISCO",0
"5540",2017-02-26,2017,2,26,"PISCO",0
"5541",2017-02-27,2017,2,27,"PISCO",0
"5542",2017-02-28,2017,2,28,"PISCO",0
"5543",2017-03-01,2017,3,1,"PISCO",0
"5544",2017-03-02,2017,3,2,"PISCO",0
"5545",2017-03-03,2017,3,3,"PISCO",0
"5546",2017-03-04,2017,3,4,"PISCO",0
"5547",2017-03-05,2017,3,5,"PISCO",0
"5548",2017-03-06,2017,3,6,"PISCO",0
"5549",2017-03-07,2017,3,7,"PISCO",0
"5550",2017-03-08,2017,3,8,"PISCO",0
"5551",2017-03-09,2017,3,9,"PISCO",0
"5552",2017-03-10,2017,3,10,"PISCO",0
"5553",2017-03-11,2017,3,11,"PISCO",0
"5554",2017-03-12,2017,3,12,"PISCO",0
"5555",2017-03-13,2017,3,13,"PISCO",0
"5556",2017-03-14,2017,3,14,"PISCO",0
"5557",2017-03-15,2017,3,15,"PISCO",0
"5558",2017-03-16,2017,3,16,"PISCO",0
"5559",2017-03-17,2017,3,17,"PISCO",0
"5560",2017-03-18,2017,3,18,"PISCO",0
"5561",2017-03-19,2017,3,19,"PISCO",0
"5562",2017-03-20,2017,3,20,"PISCO",0
"5563",2017-03-21,2017,3,21,"PISCO",0
"5564",2017-03-22,2017,3,22,"PISCO",0
"5565",2017-03-23,2017,3,23,"PISCO",0
"5566",2017-03-24,2017,3,24,"PISCO",0
"5567",2017-03-25,2017,3,25,"PISCO",0
"5568",2017-03-26,2017,3,26,"PISCO",0
"5569",2017-03-27,2017,3,27,"PISCO",0
"5570",2017-03-28,2017,3,28,"PISCO",0
"5571",2017-03-29,2017,3,29,"PISCO",0
"5572",2017-03-30,2017,3,30,"PISCO",0
"5573",2017-03-31,2017,3,31,"PISCO",0
"5574",2017-04-01,2017,4,1,"PISCO",0
"5575",2017-04-02,2017,4,2,"PISCO",0
"5576",2017-04-03,2017,4,3,"PISCO",0
"5577",2017-04-04,2017,4,4,"PISCO",0
"5578",2017-04-05,2017,4,5,"PISCO",0
"5579",2017-04-06,2017,4,6,"PISCO",0
"5580",2017-04-07,2017,4,7,"PISCO",0
"5581",2017-04-08,2017,4,8,"PISCO",0
"5582",2017-04-09,2017,4,9,"PISCO",0
"5583",2017-04-10,2017,4,10,"PISCO",0
"5584",2017-04-11,2017,4,11,"PISCO",0
"5585",2017-04-12,2017,4,12,"PISCO",0
"5586",2017-04-13,2017,4,13,"PISCO",0
"5587",2017-04-14,2017,4,14,"PISCO",0
"5588",2017-04-15,2017,4,15,"PISCO",0
"5589",2017-04-16,2017,4,16,"PISCO",0
"5590",2017-04-17,2017,4,17,"PISCO",0
"5591",2017-04-18,2017,4,18,"PISCO",0
"5592",2017-04-19,2017,4,19,"PISCO",0
"5593",2017-04-20,2017,4,20,"PISCO",0
"5594",2017-04-21,2017,4,21,"PISCO",0
"5595",2017-04-22,2017,4,22,"PISCO",3189.03
"5596",2017-04-23,2017,4,23,"PISCO",3952.375
"5597",2017-04-24,2017,4,24,"PISCO",1808.1
"5598",2017-04-25,2017,4,25,"PISCO",9540
"5599",2017-04-26,2017,4,26,"PISCO",5408.012856
"5600",2017-04-27,2017,4,27,"PISCO",7510.167
"5601",2017-04-28,2017,4,28,"PISCO",4645.902
"5602",2017-04-29,2017,4,29,"PISCO",10092.448
"5603",2017-04-30,2017,4,30,"PISCO",5166.433
"5604",2017-05-01,2017,5,1,"PISCO",10109.172
"5605",2017-05-02,2017,5,2,"PISCO",10360
"5606",2017-05-03,2017,5,3,"PISCO",4107.676
"5607",2017-05-04,2017,5,4,"PISCO",10520
"5608",2017-05-05,2017,5,5,"PISCO",9123.728
"5609",2017-05-06,2017,5,6,"PISCO",2813.152355
"5610",2017-05-07,2017,5,7,"PISCO",10340
"5611",2017-05-08,2017,5,8,"PISCO",11270
"5612",2017-05-09,2017,5,9,"PISCO",8200
"5613",2017-05-10,2017,5,10,"PISCO",7870
"5614",2017-05-11,2017,5,11,"PISCO",6830
"5615",2017-05-12,2017,5,12,"PISCO",0
"5616",2017-05-13,2017,5,13,"PISCO",0
"5617",2017-05-14,2017,5,14,"PISCO",6590
"5618",2017-05-15,2017,5,15,"PISCO",7835
"5619",2017-05-16,2017,5,16,"PISCO",8977.241379
"5620",2017-05-17,2017,5,17,"PISCO",5276.031286
"5621",2017-05-18,2017,5,18,"PISCO",3823.931942
"5622",2017-05-19,2017,5,19,"PISCO",0
"5623",2017-05-20,2017,5,20,"PISCO",0
"5624",2017-05-21,2017,5,21,"PISCO",5660
"5625",2017-05-22,2017,5,22,"PISCO",9960
"5626",2017-05-23,2017,5,23,"PISCO",6540
"5627",2017-05-24,2017,5,24,"PISCO",9707.488415
"5628",2017-05-25,2017,5,25,"PISCO",0
"5629",2017-05-26,2017,5,26,"PISCO",6180
"5630",2017-05-27,2017,5,27,"PISCO",4076.082759
"5631",2017-05-28,2017,5,28,"PISCO",8626.958621
"5632",2017-05-29,2017,5,29,"PISCO",4649.104
"5633",2017-05-30,2017,5,30,"PISCO",6678
"5634",2017-05-31,2017,5,31,"PISCO",0
"5635",2017-06-01,2017,6,1,"PISCO",6700.823
"5636",2017-06-02,2017,6,2,"PISCO",7015
"5637",2017-06-03,2017,6,3,"PISCO",6898.463558
"5638",2017-06-04,2017,6,4,"PISCO",7155.242
"5639",2017-06-05,2017,6,5,"PISCO",8993.157
"5640",2017-06-06,2017,6,6,"PISCO",3260.349636
"5641",2017-06-07,2017,6,7,"PISCO",1430
"5642",2017-06-08,2017,6,8,"PISCO",417.3301034
"5643",2017-06-09,2017,6,9,"PISCO",0
"5644",2017-06-10,2017,6,10,"PISCO",7472.515
"5645",2017-06-11,2017,6,11,"PISCO",4620.007
"5646",2017-06-12,2017,6,12,"PISCO",6747.595
"5647",2017-06-13,2017,6,13,"PISCO",8951.369
"5648",2017-06-14,2017,6,14,"PISCO",3928.989
"5649",2017-06-15,2017,6,15,"PISCO",3934.479
"5650",2017-06-16,2017,6,16,"PISCO",9954.269
"5651",2017-06-17,2017,6,17,"PISCO",4738.446
"5652",2017-06-18,2017,6,18,"PISCO",1025
"5653",2017-06-19,2017,6,19,"PISCO",1670
"5654",2017-06-20,2017,6,20,"PISCO",9930.536
"5655",2017-06-21,2017,6,21,"PISCO",9187.778
"5656",2017-06-22,2017,6,22,"PISCO",9170
"5657",2017-06-23,2017,6,23,"PISCO",5589.912
"5658",2017-06-24,2017,6,24,"PISCO",0
"5659",2017-06-25,2017,6,25,"PISCO",2235
"5660",2017-06-26,2017,6,26,"PISCO",3283
"5661",2017-06-27,2017,6,27,"PISCO",0
"5662",2017-06-28,2017,6,28,"PISCO",0
"5663",2017-06-29,2017,6,29,"PISCO",0
"5664",2017-06-30,2017,6,30,"PISCO",0
"5665",2017-07-01,2017,7,1,"PISCO",0
"5666",2017-07-02,2017,7,2,"PISCO",4983
"5667",2017-07-03,2017,7,3,"PISCO",7460
"5668",2017-07-04,2017,7,4,"PISCO",1990
"5669",2017-07-05,2017,7,5,"PISCO",1397.553411
"5670",2017-07-06,2017,7,6,"PISCO",468
"5671",2017-07-07,2017,7,7,"PISCO",0
"5672",2017-07-08,2017,7,8,"PISCO",0
"5673",2017-07-09,2017,7,9,"PISCO",0
"5674",2017-07-10,2017,7,10,"PISCO",0
"5675",2017-07-11,2017,7,11,"PISCO",0
"5676",2017-07-12,2017,7,12,"PISCO",5468.032
"5677",2017-07-13,2017,7,13,"PISCO",7945
"5678",2017-07-14,2017,7,14,"PISCO",875
"5679",2017-07-15,2017,7,15,"PISCO",0
"5680",2017-07-16,2017,7,16,"PISCO",0
"5681",2017-07-17,2017,7,17,"PISCO",0
"5682",2017-07-18,2017,7,18,"PISCO",0
"5683",2017-07-19,2017,7,19,"PISCO",998.3627119
"5684",2017-07-20,2017,7,20,"PISCO",0
"5685",2017-07-21,2017,7,21,"PISCO",0
"5686",2017-07-22,2017,7,22,"PISCO",0
"5687",2017-07-23,2017,7,23,"PISCO",560
"5688",2017-07-24,2017,7,24,"PISCO",0
"5689",2017-07-25,2017,7,25,"PISCO",1255
"5690",2017-07-26,2017,7,26,"PISCO",0
"5691",2017-07-27,2017,7,27,"PISCO",0
"5692",2017-07-28,2017,7,28,"PISCO",0
"5693",2017-07-29,2017,7,29,"PISCO",0
"5694",2017-07-30,2017,7,30,"PISCO",0
"5695",2017-07-31,2017,7,31,"PISCO",0
"5696",2017-08-01,2017,8,1,"PISCO",0
"5697",2017-08-02,2017,8,2,"PISCO",0
"5698",2017-08-03,2017,8,3,"PISCO",0
"5699",2017-08-04,2017,8,4,"PISCO",0
"5700",2017-08-05,2017,8,5,"PISCO",0
"5701",2017-08-06,2017,8,6,"PISCO",0
"5702",2017-08-07,2017,8,7,"PISCO",0
"5703",2017-08-08,2017,8,8,"PISCO",0
"5704",2017-08-09,2017,8,9,"PISCO",0
"5705",2017-08-10,2017,8,10,"PISCO",0
"5706",2017-08-11,2017,8,11,"PISCO",0
"5707",2017-08-12,2017,8,12,"PISCO",0
"5708",2017-08-13,2017,8,13,"PISCO",0
"5709",2017-08-14,2017,8,14,"PISCO",0
"5710",2017-08-15,2017,8,15,"PISCO",0
