"Colony","Month","Year","Date","NBrC","BrC","EgC","ChC","JuC","TotC","NBrB","BrB","EgB","ChB","JuB","TotB","NBrP","BrP","EgP","ChP","JuP","TotP"
"CHS",10,2008,2008-10-15,0,0,0,0,0,0,40000,30000,39375,0,0,70000,NA,0,0,0,0,0
"BA",10,2008,2008-10-15,140000,60000,0,0,0,200000,29000,8500,600,0,0,37500,500,600,0,0,0,1100
"CHN",11,2008,2008-11-15,50000,0,0,0,0,50000,66710,302875,189600,0,0,369585,2500,0,0,0,0,2500
"CHC",11,2008,2008-11-15,0,0,0,0,0,0,2300,4150,6225,0,0,6450,70,800,1463,0,0,870
"CHS",11,2008,2008-11-15,0,0,0,0,0,0,31800,40000,52500,0,0,71800,0,0,0,0,0,0
"BA",11,2008,2008-11-15,60000,80000,75000,0,0,140000,65508,36350,32150,0,0,101858,750,8100,4000,0,0,8850
"CHN",12,2008,2008-12-15,9100,900,300,0,0,10000,307600,122360,0,79630,0,429960,1500,0,0,0,0,1500
"CHC",12,2008,2008-12-15,10000,0,0,0,0,10000,20800,12000,2000,1200,0,32800,1050,450,0,0,0,1500
"CHS",12,2008,2008-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",12,2008,2008-12-15,158500,0,0,13000,6500,158500,201000,0,0,40000,26000,201000,21600,3200,0,3200,0,24800
"CHN",1,2009,2009-01-15,8000,0,0,0,0,8000,180300,150150,0,375300,0,330450,500,0,0,0,0,500
"CHC",1,2009,2009-01-15,72000,0,0,0,0,72000,162300,15860,0,31460,0,178160,0,0,0,620,0,0
"CHS",1,2009,2009-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",1,2009,2009-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",2,2009,2009-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHC",2,2009,2009-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",2,2009,2009-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",2,2009,2009-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",3,2009,2009-03-15,NA,NA,NA,NA,NA,NA,380000,NA,NA,NA,NA,380000,10000,NA,NA,NA,NA,10000
"CHC",3,2009,2009-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",3,2009,2009-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",3,2009,2009-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",4,2009,2009-04-15,NA,NA,NA,NA,NA,NA,250000,NA,NA,NA,NA,250000,20000,NA,NA,NA,NA,20000
"CHC",4,2009,2009-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",4,2009,2009-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",4,2009,2009-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",5,2009,2009-05-15,NA,NA,NA,NA,NA,NA,200000,NA,NA,NA,NA,200000,20000,NA,NA,NA,NA,20000
"CHC",5,2009,2009-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",5,2009,2009-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",5,2009,2009-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",6,2009,2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHC",6,2009,2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",6,2009,2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",6,2009,2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",7,2009,2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHC",7,2009,2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",7,2009,2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",7,2009,2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",8,2009,2009-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHC",8,2009,2009-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",8,2009,2009-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",8,2009,2009-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",9,2009,2009-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHC",9,2009,2009-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHS",9,2009,2009-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",9,2009,2009-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHN",10,2009,2009-10-15,40100,0,0,0,0,40100,142500,7500,4750,0,0,150000,500,0,0,0,0,500
"CHC",10,2009,2009-10-15,5000,0,2000,0,0,5000,70000,60000,60000,0,0,130000,8000,3000,3000,0,0,11000
"CHS",10,2009,2009-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",10,2009,2009-10-15,125000,106800,160000,0,0,231800,35000,70000,80000,0,0,105000,5000,20000,20000,0,0,25000
"CHN",11,2009,2009-11-15,8000,2000,900,0,0,10000,62500,45500,25000,200,0,108000,300,2000,0,0,0,2300
"CHC",11,2009,2009-11-15,100000,0,0,0,0,100000,108000,40000,40000,0,0,148000,1000,200,200,0,0,1200
"CHS",11,2009,2009-11-15,0,0,0,0,0,0,48000,40000,30000,0,0,88000,0,0,0,0,0,0
"BA",11,2009,2009-11-15,1600,120000,15000,105000,0,121600,50000,80000,80000,10000,0,130000,300,4000,4500,9000,0,4300
"CHN",12,2009,2009-12-15,125000,0,0,0,0,125000,141212,30000,0,0,0,171212,400,40,0,0,0,440
"CHC",12,2009,2009-12-15,200000,25000,0,0,0,225000,126200,30000,0,0,0,156200,700,0,0,0,0,700
"CHS",12,2009,2009-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA",12,2009,2009-12-15,25000,60000,0,0,0,85000,80977,0,0,0,0,80977,1150,4250,0,0,0,5400
"CHN",1,2010,2010-01-15,75000,0,0,0,0,75000,137500,0,0,500,0,137500,450,0,0,100,0,450
"CHC",1,2010,2010-01-15,0,0,0,0,0,0,175000,0,0,0,0,175000,900,0,0,0,0,900
"CHS",1,2010,2010-01-15,0,0,0,0,0,0,6141,432,0,1124,0,6573,0,0,0,0,0,0
"BA",1,2010,2010-01-15,50000,60000,0,2500,35000,110000,55780,0,0,0,0,55780,1100,4000,0,2670,1330,5100
"CHN",2,2010,2010-02-15,0,0,0,0,0,0,30200,0,0,0,0,30200,480,0,0,0,0,480
"CHC",2,2010,2010-02-15,0,0,0,0,0,0,224182,0,0,0,5504,224182,992,0,0,0,618,992
"CHS",2,2010,2010-02-15,0,0,0,0,0,0,41172,400,0,660,1484,41572,0,0,0,0,0,0
"BA",2,2010,2010-02-15,40000,60000,0,0,62000,100000,92150,0,0,0,0,92150,2000,3100,0,0,3100,5100
"CHN",3,2010,2010-03-15,26200,0,0,0,0,26200,34950,0,0,0,0,34950,230,0,0,0,0,230
"CHC",3,2010,2010-03-15,0,0,0,0,0,0,100000,0,0,0,1935,100000,1935,0,0,0,0,1935
"CHS",3,2010,2010-03-15,0,0,0,0,0,0,6345,0,0,0,1200,6345,0,0,0,0,0,0
"BA",3,2010,2010-03-15,110000,0,0,0,42100,110000,55390,0,0,0,0,55390,1350,0,0,0,935,1350
"CHN",4,2010,2010-04-15,25000,0,0,0,0,25000,71150,0,0,0,0,71150,383,0,0,0,0,383
"CHC",4,2010,2010-04-15,0,0,0,0,0,0,57400,0,0,0,0,57400,0,0,0,0,0,0
"CHS",4,2010,2010-04-15,0,0,0,0,0,0,15790,0,0,0,0,15790,0,0,0,0,0,0
"BA",4,2010,2010-04-15,150000,0,0,0,0,150000,72688,0,0,0,0,72688,1688,0,0,0,0,1688
"CHN",5,2010,2010-05-15,25000,0,0,0,0,25000,96685,0,0,0,0,96685,610,0,0,0,0,610
"CHC",5,2010,2010-05-15,0,0,0,0,0,0,33750,0,0,0,0,33750,0,0,0,0,0,0
"CHS",5,2010,2010-05-15,0,0,0,0,0,0,15000,0,0,0,0,15000,0,0,0,0,0,0
"BA",5,2010,2010-05-15,150000,0,0,0,0,150000,52356,0,0,0,0,52356,10,0,0,0,0,10
"CHN",6,2010,2010-06-15,25000,0,0,0,0,25000,83706,0,0,0,0,83706,577,0,0,NA,0,577
"CHC",6,2010,2010-06-15,6355,0,0,0,0,6355,379233,0,0,0,0,379233,18,0,0,0,0,18
"CHS",6,2010,2010-06-15,0,0,0,0,0,0,50000,0,0,0,0,50000,0,0,0,0,0,0
"BA",6,2010,2010-06-15,175000,0,0,0,0,175000,45209,0,0,0,0,45209,250,0,0,0,0,250
"CHN",7,2010,2010-07-15,0,0,0,0,0,0,34904,0,0,0,0,34904,380,0,0,0,0,380
"CHC",7,2010,2010-07-15,126300,0,0,0,0,126300,188047,0,0,0,0,188047,12,0,0,0,0,12
"CHS",7,2010,2010-07-15,53460,0,0,0,0,53460,0,0,0,0,0,0,0,0,0,0,0,0
"BA",7,2010,2010-07-15,125000,0,0,0,0,125000,39102,0,0,0,0,39102,0,0,0,0,0,0
"CHN",8,2010,2010-08-15,1000,0,0,0,0,1000,110050,0,0,0,0,110050,250,0,0,0,0,250
"CHC",8,2010,2010-08-15,126034,0,0,0,0,126034,158154,0,0,0,0,158154,9,0,0,0,0,9
"CHS",8,2010,2010-08-15,0,0,0,0,0,0,155355,0,0,0,0,155355,0,0,0,0,0,0
"BA",8,2010,2010-08-15,200000,0,0,0,0,200000,50127,0,0,0,0,50127,20,0,0,0,0,20
"CHN",9,2010,2010-09-15,80000,0,0,0,0,80000,110250,0,0,0,0,110250,480,0,0,0,0,480
"CHC",9,2010,2010-09-15,0,0,0,0,0,0,50358,0,0,0,0,50358,48,0,0,0,0,48
"CHS",9,2010,2010-09-15,24429,0,0,0,0,24429,58662,0,0,0,0,58662,0,0,0,0,0,0
"BA",9,2010,2010-09-15,125125,60000,67500,0,0,185125,40627,0,0,0,0,40627,800,0,0,0,0,800
"CHN",10,2010,2010-10-15,105000,0,0,0,0,105000,63688,115000,57500,0,0,178688,675,0,0,0,0,675
"CHC",10,2010,2010-10-15,0,0,0,0,0,0,40470,10280,10280,0,0,50750,0,0,0,0,0,0
"CHS",10,2010,2010-10-15,17820,0,0,0,0,17820,65000,84295,84295,0,0,149295,0,0,0,0,0,0
"BA",10,2010,2010-10-15,25182,60000,22500,67500,0,85182,48121,7200,7200,374,0,55321,1600,1500,374,0,0,3100
"CHN",11,2010,2010-11-15,0,0,10210,0,0,0,34032,138000,138000,0,0,172032,1700,0,0,0,0,1700
"CHC",11,2010,2010-11-15,26330,0,21620,0,0,26330,101265,116619,116641,0,0,217884,0,0,0,0,0,0
"CHS",11,2010,2010-11-15,10210,0,0,0,0,10210,9800,40315,40105,0,0,50115,81,350,0,0,0,431
"BA",11,2010,2010-11-15,0,67500,0,67500,22500,67500,23255,39566,31225,0,0,62821,0,4005,3003,0,0,4005
"CHN",12,2010,2010-12-15,1000,300,0,0,0,1300,135650,46000,0,46000,0,181650,160,150,0,150,0,310
"CHC",12,2010,2010-12-15,0,0,0,0,0,0,200178,32704,32704,0,0,232882,0,0,0,0,0,0
"CHS",12,2010,2010-12-15,0,13098,0,0,0,13098,10022,15690,15690,0,0,25712,0,28,28,0,0,28
"BA",12,2010,2010-12-15,100130,60000,0,0,90000,160130,22433,26566,0,19135,0,48999,0,3000,0,2250,0,3000
"CHN",1,2011,2011-01-15,0,324,0,0,0,324,67354,45928,0,45928,0,113282,254,162,0,162,0,416
"CHC",1,2011,2011-01-15,0,0,0,0,0,0,39660,7971,0,7971,0,47631,9,0,0,0,0,9
"CHS",1,2011,2011-01-15,0,27538,0,0,27538,27538,130012,10314,0,0,0,140326,0,20,0,0,0,20
"BA",1,2011,2011-01-15,125400,60000,0,0,90000,185400,23255,25566,0,1835,0,48821,0,3000,0,2250,0,3000
"CHN",2,2011,2011-02-15,540,0,0,0,0,540,110140,45928,0,45928,0,156068,530,0,0,0,0,530
"CHC",2,2011,2011-02-15,0,0,0,0,0,0,125974,6897,0,6897,0,132871,0,0,0,0,0,0
"CHS",2,2011,2011-02-15,23680,0,0,0,0,23680,52720,0,0,0,0,52720,77,0,0,0,0,77
"BA",2,2011,2011-02-15,60000,48000,0,48000,0,108000,108782,0,0,0,0,108782,5001,0,0,0,0,5001
"CHN",3,2011,2011-03-15,10080,0,0,0,0,10080,209894,0,0,0,0,209894,362,0,0,0,0,362
"CHC",3,2011,2011-03-15,0,0,0,0,0,0,126845,0,0,0,0,126845,21,0,0,0,0,21
"CHS",3,2011,2011-03-15,21440,0,0,0,0,21440,67608,0,0,0,0,67608,17,0,0,0,0,17
"BA",3,2011,2011-03-15,60000,48000,0,48000,0,108000,168945,0,0,0,0,168945,3000,0,0,0,0,3000
"CHN",4,2011,2011-04-15,25020,0,0,0,0,25020,195295,0,0,0,0,195295,105,0,0,0,0,105
"CHC",4,2011,2011-04-15,0,0,0,0,0,0,31023,0,0,0,0,31023,0,0,0,0,0,0
"CHS",4,2011,2011-04-15,0,0,0,0,0,0,60102,0,0,0,0,60102,0,0,0,0,0,0
"BA",4,2011,2011-04-15,225000,18000,0,18000,0,243000,154183,0,0,0,0,154183,1000,0,0,0,0,1000
"CHN",5,2011,2011-05-15,0,0,0,0,0,0,26120,0,0,0,0,26120,0,0,0,0,0,0
"CHC",5,2011,2011-05-15,17393,0,0,0,0,17393,277979,0,0,0,0,277979,0,0,0,0,0,0
"CHS",5,2011,2011-05-15,0,0,0,0,0,0,68182,0,0,0,0,68182,0,0,0,0,0,0
"BA",5,2011,2011-05-15,331000,12000,0,12000,0,343000,59748,0,0,0,0,59748,50,0,0,0,0,50
"CHN",6,2011,2011-06-15,76240,0,0,0,0,76240,22450,0,0,0,0,22450,345,0,0,0,0,345
"CHC",6,2011,2011-06-15,44013,0,0,0,0,44013,184130,0,0,0,0,184130,0,0,0,0,0,0
"CHS",6,2011,2011-06-15,1000,0,0,0,0,1000,44640,0,0,0,0,44640,108,0,0,0,0,108
"BA",6,2011,2011-06-15,225000,0,0,0,0,225000,61041,0,0,0,0,61041,0,0,0,0,0,0
"CHN",7,2011,2011-07-15,25020,0,0,0,0,25020,167140,0,0,0,0,167140,150,0,0,0,0,150
"CHC",7,2011,2011-07-15,0,0,0,0,0,0,122119,0,0,0,0,122119,0,0,0,0,0,0
"CHS",7,2011,2011-07-15,25000,0,0,0,0,25000,82940,0,0,0,0,82940,10,0,0,0,0,10
"BA",7,2011,2011-07-15,140000,0,0,0,0,140000,60227,0,0,0,0,60227,20,0,0,0,0,20
"CHN",8,2011,2011-08-15,25020,0,0,0,0,25020,165150,0,0,0,0,165150,400,0,0,0,0,400
"CHC",8,2011,2011-08-15,0,0,0,0,0,0,23152,0,0,0,0,23152,0,0,0,0,0,0
"CHS",8,2011,2011-08-15,50000,0,0,0,0,50000,205700,0,0,0,0,205700,6,0,0,0,0,6
"BA",8,2011,2011-08-15,55000,96000,0,0,0,151000,62086,0,0,0,0,62086,0,0,0,0,0,0
"CHN",9,2011,2011-09-15,3240,0,0,0,0,3240,181150,0,0,0,0,181150,150,0,0,0,0,150
"CHC",9,2011,2011-09-15,0,0,0,0,0,0,24329,0,0,0,0,24329,0,0,0,0,0,0
"CHS",9,2011,2011-09-15,25000,30000,0,7500,0,55000,67908,75000,0,0,0,142908,0,0,0,0,0,0
"BA",9,2011,2011-09-15,13950,101182,34938,0,0,115132,66439,0,0,0,0,66439,200,0,0,0,0,200
"CHN",10,2011,2011-10-15,1000,0,0,0,0,1000,11040,126608,126608,0,0,137648,195,0,0,0,0,195
"CHC",10,2011,2011-10-15,11646,0,0,0,0,11646,0,14742,13777,0,0,14742,0,0,0,0,0,0
"CHS",10,2011,2011-10-15,25000,60000,52500,7500,0,85000,56614,180386,180000,0,0,237000,0,1824,1824,0,0,1824
"BA",10,2011,2011-10-15,5096,101182,0,101182,0,106278,30077,38351,4209,0,0,68428,200,0,0,0,0,200
"CHN",11,2011,2011-11-15,1000,0,0,0,0,1000,59540,64048,0,64048,0,123588,270,0,0,0,0,270
"CHC",11,2011,2011-11-15,0,0,0,0,0,0,142023,11844,5492,5703,0,153867,0,0,0,0,0,0
"CHS",11,2011,2011-11-15,0,37536,0,37536,0,37536,5152,182408,1728,180000,0,187560,0,2496,672,1824,0,2496
"BA",11,2011,2011-11-15,0,101182,0,101182,0,101182,30077,37592,2029,0,0,67669,600,0,0,0,0,600
"CHN",12,2011,2011-12-15,1000,0,0,0,0,1000,8000,33024,0,33024,0,41024,225,0,0,0,0,225
"CHC",12,2011,2011-12-15,0,0,0,0,0,0,512993,63116,46214,1496,0,576109,0,0,0,0,0,0
"CHS",12,2011,2011-12-15,8320,25824,0,25824,0,34144,7980,113270,0,113270,0,121250,790,4752,0,4752,0,5542
"BA",12,2011,2011-12-15,101990,101182,0,101182,0,203172,134389,35290,0,64746,0,169679,1113,1332,0,1332,0,2445
"CHN",1,2012,2012-01-15,0,0,0,0,0,0,41820,4000,0,4000,0,45820,70,0,0,0,0,70
"CHC",1,2012,2012-01-15,0,0,0,0,0,0,226612,23141,7199,1542,0,249753,0,0,0,0,0,0
"CHS",1,2012,2012-01-15,29440,0,0,0,0,29440,38380,60944,0,73118,0,99324,0,4320,0,6480,0,4320
"BA",1,2012,2012-01-15,103800,96132,96132,0,0,199932,174516,33290,0,62746,0,207806,2500,1332,0,1332,0,3832
"CHN",2,2012,2012-02-15,0,0,0,0,0,0,37520,0,0,0,0,37520,220,0,0,0,0,220
"CHC",2,2012,2012-02-15,0,0,0,0,0,0,209886,0,0,0,0,209886,360,0,0,0,0,360
"CHS",2,2012,2012-02-15,1920,0,0,0,0,1920,144890,22512,0,22512,0,167402,7430,144,0,144,0,7574
"BA",2,2012,2012-02-15,27910,96132,0,96132,0,124042,50521,30956,0,60412,0,81477,2500,1332,0,1332,0,3832
"CHN",3,2012,2012-03-15,0,0,0,0,0,0,108070,0,0,0,0,108070,430,0,0,0,0,430
"CHC",3,2012,2012-03-15,0,0,0,0,0,0,122982,0,0,0,0,122982,0,0,0,0,0,0
"CHS",3,2012,2012-03-15,640,0,0,0,0,640,192346,0,0,0,0,192346,284,0,0,0,0,284
"BA",3,2012,2012-03-15,235430,79870,0,79870,0,315300,124848,0,0,0,0,124848,3831,0,0,0,0,3831
"CHN",4,2012,2012-04-15,0,0,0,0,0,0,23260,0,0,0,0,23260,50,0,0,0,0,50
"CHC",4,2012,2012-04-15,2117,0,0,0,0,2117,232180,0,0,0,0,232180,0,0,0,0,0,0
"CHS",4,2012,2012-04-15,0,0,0,0,0,0,192468,0,0,0,0,192468,86,0,0,0,0,86
"BA",4,2012,2012-04-15,67350,71310,0,71310,0,138660,67118,0,0,0,0,67118,0,0,0,0,0,0
"CHN",5,2012,2012-05-15,50540,0,0,0,0,50540,27080,0,0,0,0,27080,350,0,0,0,0,350
"CHC",5,2012,2012-05-15,0,0,0,0,0,0,118799,0,0,0,0,118799,0,0,0,0,0,0
"CHS",5,2012,2012-05-15,0,0,0,0,0,0,68856,0,0,0,0,68856,0,0,0,0,0,0
"BA",5,2012,2012-05-15,127680,0,0,0,0,127680,44455,0,0,0,0,44455,0,0,0,0,0,0
"CHN",6,2012,2012-06-15,100580,0,0,0,0,100580,13020,0,0,0,0,13020,220,0,0,0,0,220
"CHC",6,2012,2012-06-15,0,0,0,0,0,0,24586,0,0,0,0,24586,0,0,0,0,0,0
"CHS",6,2012,2012-06-15,0,0,0,0,0,0,3978,0,0,0,0,3978,0,0,0,0,0,0
"BA",6,2012,2012-06-15,10200,0,0,0,0,10200,44455,0,0,0,0,44455,0,0,0,0,0,0
"CHN",7,2012,2012-07-15,500,0,0,0,0,500,42560,0,0,0,0,42560,220,0,0,0,0,220
"CHC",7,2012,2012-07-15,0,0,0,0,0,0,20177,0,0,0,0,20177,0,0,0,0,0,0
"CHS",7,2012,2012-07-15,66400,0,0,0,0,66400,198090,0,0,0,0,198090,0,0,0,0,0,0
"BA",7,2012,2012-07-15,249700,0,0,0,0,249700,66782,0,0,0,0,66782,0,0,0,0,0,0
"CHN",8,2012,2012-08-15,500,0,0,0,0,500,61020,0,0,0,0,61020,450,0,0,0,0,450
"CHC",8,2012,2012-08-15,0,0,0,0,0,0,19642,0,0,0,0,19642,0,0,0,0,0,0
"CHS",8,2012,2012-08-15,25120,0,0,0,0,25120,107156,0,0,0,0,107156,0,0,0,0,0,0
"BA",8,2012,2012-08-15,204060,0,0,0,0,204060,58135,0,0,0,0,58135,0,0,0,0,0,0
"CHN",9,2012,2012-09-15,100080,0,0,0,0,100080,211660,0,0,0,0,211660,550,0,0,0,0,550
"CHC",9,2012,2012-09-15,0,0,0,0,0,0,23005,0,0,0,0,23005,0,0,0,0,0,0
"CHS",9,2012,2012-09-15,5600,0,0,0,0,5600,24722,0,0,0,0,24722,12,0,0,0,0,12
"BA",9,2012,2012-09-15,4310,101744,101744,0,0,106054,62915,0,0,0,0,62915,0,0,0,0,0,0
"CHN",10,2012,2012-10-15,150120,0,0,0,0,150120,413320,0,0,0,0,413320,550,0,0,0,0,550
"CHC",10,2012,2012-10-15,0,0,0,0,0,0,15393,0,0,0,0,15393,13,0,0,0,0,13
"CHS",10,2012,2012-10-15,6240,0,0,0,0,6240,15970,0,0,0,0,15970,0,0,0,0,0,0
"BA",10,2012,2012-10-15,6660,105678,3384,102294,0,112338,67478,0,0,0,0,67478,0,0,0,0,0,0
"CHN",11,2012,2012-11-15,150120,0,0,0,0,150120,313240,180144,180144,0,0,493384,200,0,0,0,0,200
"CHC",11,2012,2012-11-15,0,0,0,0,0,0,6380,7721,4465,0,0,14101,0,0,0,0,0,0
"CHS",11,2012,2012-11-15,5120,1152,288,0,0,6272,5358,9414,0,0,0,14772,0,240,0,0,0,240
"BA",11,2012,2012-11-15,42800,94778,2878,89982,0,137578,57315,44942,13704,0,0,102257,0,0,0,0,0,0
"CHN",12,2012,2012-12-15,188100,65556,64245,1311,0,253656,122829,302184,208568,93616,0,425013,1241,0,0,0,0,1241
"CHC",12,2012,2012-12-15,0,0,0,0,0,0,24840,2268,4536,0,0,27108,0,0,0,0,0,0
"CHS",12,2012,2012-12-15,0,0,0,0,0,0,4842,250,385,0,0,5092,0,0,0,0,0,0
"BA",12,2012,2012-12-15,51350,65629,0,51873,0,116979,67263,11270,0,2552,0,78533,0,1458,802,0,0,1458
"CHN",1,2013,2013-01-15,50140,30024,0,30024,0,80164,63540,180144,0,180144,0,243684,250,0,0,0,0,250
"CHC",1,2013,2013-01-15,0,0,0,0,0,0,33318,0,0,0,0,33318,10,0,0,0,0,10
"CHS",1,2013,2013-01-15,0,0,0,0,0,0,5205,0,0,122,0,5205,0,0,0,0,0,0
"BA",1,2013,2013-01-15,192430,11505,0,11505,0,203935,48155,6470,0,6470,0,54625,60,870,652,0,0,930
"CHN",2,2013,2013-02-15,100180,30024,0,30024,0,130204,93060,180144,0,180144,0,273204,100,0,0,0,0,100
"CHC",2,2013,2013-02-15,0,0,0,0,0,0,22593,0,0,0,0,22593,0,0,0,0,0,0
"CHS",2,2013,2013-02-15,0,0,0,0,0,0,10339,0,0,0,0,10339,0,0,0,0,0,0
"BA",2,2013,2013-02-15,60700,1490,0,1330,0,62190,35600,5650,0,5650,0,41250,0,350,0,150,0,350
"CHN",3,2013,2013-03-15,75560,0,0,0,0,75560,422810,0,0,0,0,422810,80,0,0,0,0,80
"CHC",3,2013,2013-03-15,0,0,0,0,0,0,16788,0,0,0,0,16788,19,0,0,0,0,19
"CHS",3,2013,2013-03-15,0,0,0,0,0,0,4903,0,0,0,0,4903,0,0,0,0,0,0
"BA",3,2013,2013-03-15,97640,0,0,0,0,97640,38318,0,0,0,0,38318,0,160,0,80,0,160
"CHN",4,2013,2013-04-15,201160,0,0,0,0,201160,638480,0,0,0,0,638480,160,0,0,0,0,160
"CHC",4,2013,2013-04-15,0,0,0,0,0,0,13725,0,0,0,0,13725,35,0,0,0,0,35
"CHS",4,2013,2013-04-15,0,0,0,0,0,0,9991,0,0,0,0,9991,0,0,0,0,0,0
"BA",4,2013,2013-04-15,93830,0,0,0,0,93830,47510,0,0,0,0,47510,60,0,0,0,0,60
"CHN",5,2013,2013-05-15,150120,0,0,0,0,150120,267200,0,0,0,0,267200,120,0,0,0,0,120
"CHC",5,2013,2013-05-15,0,0,0,0,0,0,294086,0,0,0,0,294086,0,0,0,0,0,0
"CHS",5,2013,2013-05-15,0,0,0,0,0,0,11878,0,0,0,0,11878,0,0,0,0,0,0
"BA",5,2013,2013-05-15,154270,0,0,0,0,154270,52785,0,0,0,0,52785,40,0,0,0,0,40
"CHN",6,2013,2013-06-15,150120,0,0,0,0,150120,87060,0,0,0,0,87060,150,0,0,0,0,150
"CHC",6,2013,2013-06-15,0,0,0,0,0,0,472735,59076,59076,0,0,531811,0,0,0,0,0,0
"CHS",6,2013,2013-06-15,0,0,0,0,0,0,1731,0,0,0,0,1731,0,0,0,0,0,0
"BA",6,2013,2013-06-15,73300,61628,0,0,0,134928,53735,0,0,0,0,53735,20,0,0,0,0,20
"CHN",7,2013,2013-07-15,200160,0,0,0,0,200160,160620,0,0,0,0,160620,90,0,0,0,0,90
"CHC",7,2013,2013-07-15,0,0,0,0,0,0,331667,0,0,0,0,331667,0,0,0,0,0,0
"CHS",7,2013,2013-07-15,0,0,0,0,0,0,2280,0,0,0,0,2280,0,0,0,0,0,0
"BA",7,2013,2013-07-15,89290,76881,0,0,0,166171,48435,0,0,0,0,48435,10,0,0,0,0,10
"CHN",8,2013,2013-08-15,250200,0,0,0,0,250200,186140,0,0,0,0,186140,60,0,0,0,0,60
"CHC",8,2013,2013-08-15,0,0,0,0,0,0,347620,0,0,0,0,347620,0,0,0,0,0,0
